0.16321,-0.34359
0.26255,-0.25469
-0.27741,-0.30985
0.074986,-0.32277
0.37246,-0.21795
0.348,-0.14811
0.18905,-0.14069
0.3656,-0.18876
0.014694,-0.17289
0.18508,-0.28291
0.006323,-0.38638
0.183,-0.23212
0.049661,-0.36323
0.42663,-0.13288
0.38769,-0.11283
0.042419,-0.27144
0.23438,-0.22898
0.38489,-0.23525
0.36439,-0.099082
0.045795,-0.34395
0.086979,-0.31404
0.4907,-0.14863
0.45405,-0.2264
0.043563,-0.28137
-0.13023,-0.21304
0.32549,-0.15933
-0.30047,-0.19013
-0.041693,-0.29608
0.39446,-0.18198
0.42252,-0.24722
0.20214,-0.071226
0.25361,-0.28884
0.16453,-0.3421
0.082554,-0.12069
0.15477,-0.35032
0.047496,-0.29756
0.06055,-0.3081
0.16734,-0.33741
0.10631,-0.41295
0.20829,-0.37654
0.30093,-0.32224
0.33352,-0.36544
0.063805,-0.007952
0.047405,-0.14135
0.14409,-0.38309
0.20924,-0.24489
0.28272,-0.23717
0.41114,-0.086246
0.18075,-0.38921
0.20172,-0.22567
0.17393,0.32814
0.0052,0.20424
0.091056,0.30643
0.14838,0.32392
0.033805,0.40702
-0.099331,0.15663
-0.061242,0.27218
0.080668,0.15463
-0.10944,0.21427
-0.031182,0.3418
-0.12274,0.16345
0.10063,0.088027
0.32125,0.38744
-0.081071,0.19002
-0.013246,0.22945
-0.070037,0.23356
0.25937,0.27467
0.042482,0.20641
0.21905,0.41091
0.085037,0.3524
0.025379,0.20248
0.026812,0.35344
0.094063,0.34253
0.045275,0.095597
-0.05789,0.37318
-0.029048,0.13009
0.1891,-0.077199
0.25681,0.48655
0.12821,0.26297
-0.080416,0.24034
0.02211,0.086004
0.081593,0.085775
-0.107,0.015398
0.10591,0.36597
-0.037901,0.024249
-0.0045879,0.14552
0.1544,0.11855
0.089738,0.23707
-0.19139,0.061659
-0.05349,0.22474
0.1517,0.23709
0.10239,0.18335
-0.010643,0.20746
-0.012525,0.31454
0.35019,0.47433
0.023195,0.26524
0.16707,0.3388
0.1395,0.33517
0.12425,0.27577
0.35739,0.41627
-0.47264,-0.021631
-0.41737,-0.036795
-0.36573,0.010329
-0.22398,0.1613
-0.42507,-0.042015
-0.40233,-0.013237
-0.40059,0.048099
-0.44363,0.025984
-0.40472,0.007875
-0.49922,-0.035205
-0.23488,0.17355
-0.29178,-0.03524
-0.26101,0.10192
-0.32277,0.036743
-0.51253,-0.022503
-0.39315,-0.12763
-0.25055,0.06859
-0.51194,-0.0016692
-0.40547,0.11151
-0.30948,0.10611
-0.38932,0.052063
-0.55437,-0.097199
-0.1367,0.37004
-0.12044,0.22206
-0.42713,-0.044746
-0.34734,-0.14327
0.055781,0.23509
-0.46772,0.055719
0.096462,0.33523
-0.48567,-0.0070079
0.092967,0.26654
-0.38532,-0.018881
-0.17711,0.15431
-0.34543,0.07802
-0.3821,0.04923
-0.43979,0.13717
-0.21116,-0.082787
-0.19585,0.052061
-0.41681,-0.0014585
-0.43509,-0.14065
-0.31306,0.097558
0.092126,0.26916
-0.22837,0.1321
-0.27955,0.11877
-0.43682,-0.16012
-0.3068,-0.126
-0.41013,-0.14661
-0.51316,-0.092846
-0.23863,-0.12637
-0.23684,0.023834
